Marca temporal;Autorizo;®Planea usted iniciar estudios universitarios en los pr¢ximos dos a§os?;®Cu†l es su edad? ;GÇnero ;Grado que cursa actualmente  o titulo profesional obtenido;Tipo de instituci¢n Educativa;Nombre del establecimiento educativo en el cual esta estudiando o es Egresado(a) ;Departamento donde reside;Municipio  donde reside;®Ha cursado estudios complementarios en programaci¢n o an†lisis de datos?;"®Cu†l es el nivel de adopci¢n de IA en su organizaci¢n o establecimiento educativo? 
Donde 1 (Nulo o Inexistente) y 5 (Muy alto o Avanzado) ";®Considera que la IA transformar† la mayor°a de los empleos en la pr¢xima dÇcada?;®Cree usted que la regi¢n Orinoqu°a requiere m†s profesionales especializados en IA?;®Esta de acuerdo con que los riesgos Çticos de la IA deben abordarse en los planes de estudio?;"®QuÇ tan familiarizado(a) est†s con la ?inteligencia artificial??
Donde 1 (Nada familiarizado(a)) y 5 (Muy familiarizado(a)) ";®Ha usado aplicaciones con IA (Chat GPT, Gemini, Copilot, filtros de fotos, chatbots. etc)?  ;®QuÇ tan importante cree que ser† aprender a programar para tu futuro?  ;®Le gustar°a participar en proyectos escolares con robots, drones o apps que usen IA?  ; ®En quÇ †reas cree que la IA puede ayudar a tu comunidad?  ;®Cu†l de los siguientes programas acadÇmicos  relacionados con tecnolog°a inform†tica ser°a su primera opci¢n de inscripci¢n?  Escoger solo uno;®Estar°a dispuesto a matricularse en el programa de Ingenier°a en IA en Unitropico?;®QuÇ nivel de importancia tiene para usted el costo de la matr°cula? ;®QuÇ tan relevante es la cercan°a del del campus universitario a su lugar de residencia? ;®Cu†nta importancia otorga usted al prestigio de la universidad para realizar el programa de ingenier°a en IA?  ;En el mercado laboral actual, ®QuÇ tan probable considera que un egresado de Ingenier°a en Inteligencia Artificial obtenga empleo en su campo? ;®QuÇ relevancia tiene para usted la disponibilidad de becas u otros apoyos financieros?  ;Puntuaci¢n
;Si;Si;Menos de 17 a§os;Femenino;Once;No Oficial (Privada);Colombo InglÇs;Casanare;Yopal;Si;4;5;5;Ni de acuerdo ni en desacuerdo;3;4;4;Si;Educaci¢n;Ingenier°a en Inteligencia Artificial;Si;Moderado;Importante;Muy importante;Neutral / No estoy seguro(a);3;
;Si;No;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Para°so;Casanare;Yopal;Si;4;4;5;De acuerdo;3;5;4;Tal vez;Otro;Ingenier°a en Inteligencia Artificial;Si;Importante;Importante;Importante;Muy probable;5;
;Si;Si;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;5;4;5;De acuerdo;4;5;3;Si;Medio ambiente, Educaci¢n, Entretenimiento;Ingenier°a Mecatr¢nica;Tal vez;Poco;Muy importante;Poco;Neutral / No estoy seguro(a);5;
;Si;Si;Menos de 17 a§os;Masculino;Once;No Oficial (Privada);Alianza Pedag¢gica;Casanare;Yopal;Si;5;3;3;De acuerdo;4;5;5;Si;Educaci¢n, Entretenimiento;Ingenier°a en Inteligencia Artificial;No;Muy importante;Importante;Poco;Probable;2;
;SI;SI;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;4;4;4;De acuerdo;5;5;4;Tal vez;Educaci¢n;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Poco;Importante;Muy importante;Probable;3;
;SI;SI;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;No;3;4;3;Ni de acuerdo ni en desacuerdo;4;4;4;Tal vez;Agricultura, Salud;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Moderado;Importante;Muy importante;Neutral / No estoy seguro(a);5;
;SI;SI;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;2;4;3;De acuerdo;4;5;4;No;Educaci¢n, Seguridad, Entrenamiento, Salud;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Moderado;Importante;Muy importante;Probable;5;
;SI;No sabe;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;3;4;3;De acuerdo;4;5;5;Si;Agricultura, Educaci¢n, Salud, Entrenamiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Moderado;Importante;Moderado;Probable;3;
;SI;SI;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;No;3;4;5;De acuerdo;4;5;5;Tal vez;Educaci¢n. Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Si;Moderado;Importante;Moderado;Probable;4;
;SI;SI;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;No;4;2;3;Totalmente de acuerdo;5;5;5;Tal vez;Salud, Medio Ambiente, Entrenamiento, Otro;Ingenier°a de Sistemas, Ingenier°a Mecatr¢nica;No;Muy importante;Muy importante;Poco;Neutral / No estoy seguro(a);4;
;SI;SI;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;No;4;5;5;De acuerdo;5;5;4;Tal vez;Entretenimiento, Seguridad, Salud ;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Poco;Poco;Importante;Probable;4;
;SI;SI;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;4;4;3;Totalmente de acuerdo;4;5;5;Si;Medio Ambiente, Seguridad, Educaci¢n ;Ingenier°a de Sistemas; SI;Importante;Moderado;Moderado;Neutral / No estoy seguro(a);4;
;SI;No;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;3;5;4;De acuerdo;5;5;5;Tal vez;Educaci¢n, Salud, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Muy importante;Moderado;Importante;Probable;5;
;SI;SI;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;3;4;4;De acuerdo;3;5;1;No;Salud;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Poco;Poco;Moderado;Poco probable;3;
;SI;SI;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;No;2;4;4;De acuerdo;3;4;1;No;Educaci¢n;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Nada Importante;Importante;Importante;Probable;4;
;SI;SI;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;3;4;2;De acuerdo;5;5;4;Tal vez;Agricultura;Ingenier°a Mecatr¢nica;Tal vez;Moderado;Importante;Moderado;Probable;4;
;SI;SI;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;No;3;5;4;De acuerdo;3;5;5;No;Agricultura, Medio Ambiente, Educaci¢n, Salud;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Importante;Muy importante;Importante;Probable;3;
;SI;SI;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;4;5;4;Totalmente de acuerdo;5;5;5;Si;Agricultura, Educaci¢n, Entretenimiento, Otro;Ingenier°a de Sistemas;Tal vez;Poco;Muy importante;Moderado;Neutral / No estoy seguro(a);4;
;SI;SI;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;2;4;4;Totalmente de acuerdo;3;3;3;Tal vez;Medio ambiente, Educaci¢n;Ingenieria en Inteligencia Artifical;Tal vez;Moderado;Poco;Importante;Neutral / No estoy seguro(a);4;
;SI;SI;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;3;2;2;De acuerdo;4;4;5;Si;Educaci¢n, Seguridad, Entretenimiento;Ingenieria Electr¢nica;No;Muy importante;Importante;Nada importante;Nada probable;4;
;SI;SI;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;3;3;3;De acuerdo;4;4;4;Si;Medio ambiente, Seguridad, Salud;Ingenieria Electr¢nica;No;Muy importante;Importante;Importante;Nada probable;4;
;SI;SI;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;3;4;3;Ni de acuerdo ni en desacuerdo;4;4;3;Tal vez;Educaci¢n, Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Importante;Poco;Importante;Muy probable;4;
;SI;SI;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;1;2;2;Ni de acuerdo ni en desacuerdo;3;5;2;Tal vez;Salud;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Moderado;Moderado;Moderado;Poco probable;5;
;SI;SI;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;4;3;2;Ni de acuerdo ni en desacuerdo;5;5;3;Tal vez;Medio ambiente, Agricultura, Educaci¢n, Entretenimiento, Otro;Ciencia de datos;No;Nada Importante;Moderado;Poco;Nada probable;5;
;SI;SI;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;No;4;4;2;Ni de acuerdo ni en desacuerdo;4;5;4;Tal vez;Medio ambiente, Agricultura, Educaci¢n, Entretenimiento, Otro;Ingenier°a en Automatizaci¢n;No;Nada Importante;Moderado;Moderado;Muy probable;4;
;SI;SI;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;3;4;4;En desacuerdo;4;5;5;Si;Medio ambiente, Salud, Agricultura, Educaci¢n, Seguridad, Entretenimiento;Ingenier°a Mecatr¢nica;Tal vez;Importante;Importante;Importante;Probable;4;
;SI;SI;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;No;4;5;5;Totalmente de acuerdo;5;5;5;Si;Medio ambiente, Salud, Agricultura, Educaci¢n, Seguridad, Entretenimiento;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Importante;Muy importante;Muy probable;5;
;SI;SI;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;4;5;5;Totalmente de acuerdo;5;5;5;Si;Medio ambiente, Agricultura, Educaci¢n, Seguridad, Entretenimiento;Ingenier°a en Inteligencia Artificial, Ciencia de datos;Tal vez;Muy importante;Muy importante;Muy importante;Muy probable;4;
;SI;SI;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;3;5;5;De acuerdo;3;5;4;Si;Medio ambiente, Salud, Agricultura, Educaci¢n, Seguridad, Entretenimiento;Ingenier°a en Automatizaci¢n;Tal vez;Importante;Nada importante;Poco;Probable;1;
;SI;SI;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;No;3;5;5;Ni de acuerdo ni en desacuerdo;5;5;5;No;Medio ambiente, Salud, Agricultura, Educaci¢n, Seguridad, Entretenimiento;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Moderado;Moderado;Moderado;Neutral / No estoy seguro(a);5;
;SI;SI;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;3;4;1;Totalmente de acuerdo;4;3;4;No;Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Muy importante;Muy importante;Importante;Neutral / No estoy seguro(a);5;
;SI;SI;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;3;4;3;De acuerdo;5;4;4;Si;Medio ambiente, Salud, Agricultura, Educaci¢n, Seguridad, Entretenimiento;Ingenier°a de Sistemas;Tal vez;Importante;Importante;Moderado;Probable;5;
;SI;SI;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;3;4;4;Totalmente de acuerdo;4;4;3;Tal vez;Educaci¢n, Entretenimiento;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Moderado;Moderado;Nada importante;Probable;4;
;SI;SI;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;4;5;5;De acuerdo;4;5;4;No;Medio ambiente, Salud, Educaci¢n, Seguridad, Entretenimiento;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Moderado;Moderado;Moderado;Muy probable;4;
;SI;SI;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;No;2;3;3;Ni de acuerdo ni en desacuerdo;3;4;2;No;Educaci¢n, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Nada Importante;Poco;Nada importante;Neutral / No estoy seguro(a);1;
;SI;SI;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;2;3;5;De acuerdo;4;4;3;Si;Medio ambiente, Salud, Agricultura, Educaci¢n, Seguridad, Entretenimiento;Ingenier°a en Inteligencia Artificial;Tal vez;Importante;Importante;Muy importante;Neutral / No estoy seguro(a);5;
;SI;SI;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;3;5;5;Totalmente de acuerdo;5;5;3;Si;Salud, Educaci¢n;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Muy importante;Importante;Poco;Neutral / No estoy seguro(a);5;
;SI;SI;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;3;2;3;Totalmente de acuerdo;3;4;4;Tal vez;Educaci¢n;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Importante;Importante;Importante;Neutral / No estoy seguro(a);5;
;SI;SI;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;2;4;3;De acuerdo;4;5;1;No;Salud, Educaci¢n, Seguridad, Entretenimiento;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Importante;Muy importante;Moderado;Neutral / No estoy seguro(a);5;
;SI;SI;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;3;5;5;Totalmente de acuerdo;3;4;5;No;Medio ambiente, Salud, Agricultura, Educaci¢n, Seguridad, Entretenimiento;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Importante;Importante;Importante;Probable;4;
;SI;SI;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;No;3;5;5;Totalmente de acuerdo;5;5;5;Tal vez;Salud;Ingenier°a en Inteligencia Artificial;Si;Importante;Importante;Importante;Muy probable;5;
;SI;SI;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;4;5;5;Totalmente de acuerdo;5;5;5;Tal vez;Salud, Educaci¢n;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Moderado;Importante;Muy importante;Muy probable;5;
;SI;SI;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;No;2;2;2;Ni de acuerdo ni en desacuerdo;3;4;4;Si;Seguridad;Ingenier°a en Inteligencia Artificial;Si;Moderado;Muy importante;Moderado;Neutral / No estoy seguro(a);3;
;SI;SI;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;3;5;3;De acuerdo;4;5;5;Si;Educaci¢n, Entretenimiento;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Muy importante;Poco;Importante;Muy probable;5;
;SI;SI;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;No;3;5;5;Totalmente de acuerdo;5;5;5;Tal vez;Medio ambiente, Agricultura, Educaci¢n, Seguridad, Entretenimiento;Ingenier°a en Inteligencia Artificial, Ciencia de datos;Tal vez;Importante;Moderado;Importante;Muy probable;5;
;SI;SI;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;No;2;5;3;Totalmente de acuerdo;3;5;3;Si;Salud, Educaci¢n, Seguridad, Entretenimiento;Ingenier°a Mecatr¢nica;No;Moderado;Moderado;Poco;Probable;5;
;SI;SI;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;No;2;4;3;De acuerdo;3;4;3;Tal vez;Educaci¢n, Seguridad, Entretenimiento;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Nada Importante;Importante;Muy importante;Muy probable;3;
;SI;SI;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;3;5;4;Totalmente de acuerdo;5;5;4;sI;Salud;Ingenier°a en Inteligencia Artificial;No;Importante;Nada importante;Muy importante;Muy probable;4;
;SI;SI;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;No;2;3;1;De acuerdo;3;4;2;No;Medio ambiente, Salud, Agricultura, Educaci¢n, Entretenimiento;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Moderado;Importante;Muy importante;Muy probable;4;
;SI;SI;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;4;4;5;De acuerdo;4;5;5;Si;Medio ambiente, Salud, Agricultura, Educaci¢n, Seguridad, Entretenimiento;Ingenier°a de Sistemas;Tal vez;Importante;Nada importante;Poco;Probable;4;
;SI;SI;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;2;3;4;Totalmente en desacuerdo;4;5;4;Si;Medio ambiente, Salud, Agricultura, Educaci¢n, Seguridad, Entretenimiento;Ingenier°a en Automatizaci¢n;Tal vez;Moderado;Muy importante;Importante;Muy probable;3;
;SI;SI;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;2;5;5;Totalmente de acuerdo;4;5;5;Tal vez;Otro;Ciencia de datos;No;Muy importante;Muy importante;Muy importante;Neutral / No estoy seguro(a);5;
;SI;SI;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;3;4;4;Totalmente en desacuerdo;4;5;5;Si;Medio ambiente, Salud, Agricultura, Educaci¢n, Seguridad, Entretenimiento;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Moderado;Muy importante;Moderado;Neutral / No estoy seguro(a);5;
;SI;SI;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;No;3;5;4;Totalmente de acuerdo;4;4;5;Si;Medio ambiente, Salud, Agricultura, Educaci¢n, Seguridad, Entretenimiento;Ciencia de datos;No;Nada Importante;Moderado;Muy importante;Muy probable;1;
;SI;SI;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Liceo Gustavo Matamoros Leon;Casanare;Yopal;Si;5;5;5;Totalmente de acuerdo;5;5;5;Si;Medio ambiente, Salud, Agricultura, Educaci¢n, Seguridad, Entretenimiento;Ingenier°a en Inteligencia Artificial, Ciencia de datos;Si;Importante;Muy importante;Muy importante;Poco probable;3;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
